age,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,deposit,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,contact_telephone,contact_unknown,deposit_numeric,is_summer,contact_freq,no_previous_contact,days_since_last,housing_numeric,loan_numeric,has_loan,is_student_retired
35,1,no,102,yes,no,20,5,1334,1,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
31,2,no,2,yes,no,20,5,182,2,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
35,2,no,4170,yes,no,20,5,1777,1,-1,0,unknown,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
34,2,no,85,yes,no,20,5,1182,4,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
31,2,no,431,yes,yes,20,5,1045,1,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,1,1,0
44,2,no,982,yes,no,20,5,650,3,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,1,0.0,1,9999,1,0,1,0
36,1,no,408,yes,yes,20,5,1063,2,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,1,1,0
35,0,no,4822,yes,no,20,5,843,2,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
41,1,no,1250,yes,no,20,5,1392,2,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
31,1,no,216,yes,no,21,5,565,1,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
34,2,no,1207,yes,no,21,5,905,1,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
32,2,no,791,yes,no,21,5,783,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
36,3,no,849,yes,yes,21,5,958,2,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,1,1,0
30,2,yes,239,yes,no,21,5,412,1,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
37,2,no,1211,yes,no,21,5,795,1,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
36,1,no,599,yes,no,21,5,649,2,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
31,3,no,825,yes,no,21,5,506,2,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
27,2,no,2183,yes,yes,21,5,857,1,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,1,1,0.0,1,9999,1,1,1,0
34,1,no,4499,no,no,21,5,1681,1,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,0,0,0,1
30,3,no,1289,yes,no,21,5,1697,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
32,3,no,4665,yes,no,21,5,860,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
37,2,no,3326,yes,no,21,5,799,1,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
32,2,no,783,yes,no,21,5,923,3,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
33,2,no,0,yes,no,21,5,521,3,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
35,1,no,994,yes,no,23,5,1349,8,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
35,3,no,1354,yes,no,23,5,736,2,-1,0,unknown,yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1,0.0,1,9999,1,0,1,0
30,2,no,239,yes,no,23,5,785,1,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
45,1,no,-311,yes,no,23,5,1030,1,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,0.0,1,9999,1,0,1,0
45,2,no,149,yes,no,23,5,893,3,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
33,2,no,1464,yes,no,23,5,588,3,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
44,3,no,5773,no,no,23,5,597,6,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,1,0.0,1,9999,0,0,0,0
40,1,no,278,yes,no,23,5,1015,3,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
31,2,no,2910,yes,no,23,5,1392,2,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
30,3,no,541,yes,no,26,5,414,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
44,2,no,1262,yes,no,26,5,788,11,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,1,0.0,1,9999,1,0,1,0
34,2,no,-538,yes,no,26,5,682,1,-1,0,unknown,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
37,2,no,125,no,no,26,5,679,2,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,0,0,0,0
28,3,no,0,yes,no,26,5,1560,2,-1,0,unknown,yes,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
32,2,no,620,yes,no,26,5,1234,3,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
37,2,no,316,yes,no,26,5,642,2,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,0.0,1,9999,1,0,1,0
34,3,no,2287,yes,no,26,5,895,4,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
38,2,no,198,yes,no,26,5,431,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,0.0,1,9999,1,0,1,0
28,2,no,460,yes,no,26,5,741,6,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
31,3,no,1145,yes,no,26,5,1272,4,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,1,0.0,1,9999,1,0,1,0
59,2,no,-22,yes,no,26,5,748,3,-1,0,unknown,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
24,2,no,685,yes,no,26,5,896,3,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
26,2,no,901,yes,no,26,5,764,2,-1,0,unknown,yes,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
59,2,no,351,yes,no,27,5,1063,5,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,1
30,1,no,0,yes,yes,27,5,1051,1,-1,0,unknown,yes,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,1,1,0
37,2,no,274,yes,no,27,5,731,3,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
30,2,no,-213,yes,yes,27,5,751,1,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,1,1,0
25,2,no,97,yes,no,27,5,709,1,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
44,2,no,51,yes,yes,27,5,3094,2,-1,0,unknown,yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1,0.0,1,9999,1,1,1,0
29,3,no,314,no,no,28,5,938,2,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,0,0,0,0
26,3,no,6840,yes,no,28,5,1560,2,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
26,2,no,668,yes,no,28,5,576,3,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
27,2,no,54,yes,no,28,5,543,2,-1,0,unknown,yes,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
25,2,no,1242,yes,no,28,5,615,2,-1,0,unknown,yes,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,1,1,0.0,1,9999,1,0,1,0
28,2,no,292,yes,no,28,5,507,1,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1,1,0.0,1,9999,1,0,1,0
